pos,corr_resp,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,Fixation.started,line1.started,line2.started,line3.started,line4.started,Fixation.stopped,probe.started,key_resp.started,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,participant,session,date,expName,psychopyVersion,frameRate,
-50,x,0,0,0,0,,,,,46,1,185,0,932.9625418330002,933.9491861659999,933.9491861659999,933.9491861659999,933.9491861659999,933.958175708,934.9459940830002,934.9459940830002,x,1,0.7277171669998097,None,1,001,2023-10-14_20h03.11.899,Sequence_Learning,2023.1.3,None,
150,v,0,0,0,0,,,,,46,2,186,1,935.6878985829999,936.673794458,936.673794458,936.673794458,936.673794458,936.6886989580003,937.6713912499999,937.6713912499999,v,1,0.5476894170001287,None,1,001,2023-10-14_20h03.11.899,Sequence_Learning,2023.1.3,None,
-50,x,0,0,0,0,,,,,46,3,187,0,938.2287246660003,939.2167546250002,939.2167546250002,939.2167546250002,939.2167546250002,939.2261748330002,940.2214099160001,940.2214099160001,z,0,0.6471389999996973,None,1,001,2023-10-14_20h03.11.899,Sequence_Learning,2023.1.3,None,
-150,z,0,0,0,0,,,,,47,0,188,3,940.8788320829999,941.8664334160003,941.8664334160003,941.8664334160003,941.8664334160003,941.8751212080001,942.8628522910003,942.8628522910003,z,1,0.47127016700005697,None,1,001,2023-10-14_20h03.11.899,Sequence_Learning,2023.1.3,None,
-150,z,0,0,0,0,,,,,47,1,189,3,943.3465783750003,944.3329878330001,944.3329878330001,944.3329878330001,944.3329878330001,944.3418616660001,945.3380365410003,945.3380365410003,z,1,0.5131324589997348,None,1,001,2023-10-14_20h03.11.899,Sequence_Learning,2023.1.3,None,
150,v,0,0,0,0,,,,,47,2,190,1,945.8632778330002,946.8492717500003,946.8492717500003,946.8492717500003,946.8492717500003,946.858171333,947.8548391250001,947.8548391250001,v,1,0.623652876000051,None,1,001,2023-10-14_20h03.11.899,Sequence_Learning,2023.1.3,None,
-50,x,0,0,0,0,,,,,47,3,191,0,948.4948232080001,949.4836756660002,949.4836756660002,949.4836756660002,949.4836756660002,949.49277575,950.4882783329999,950.4882783329999,x,1,0.6683819999998377,None,1,001,2023-10-14_20h03.11.899,Sequence_Learning,2023.1.3,None,
-50,x,0,0,0,0,,,,,48,0,192,0,951.171665291,952.166277583,952.166277583,952.166277583,952.166277583,952.166277583,953.1631600410001,953.1631600410001,x,1,0.5289601249996849,None,1,001,2023-10-14_20h03.11.899,Sequence_Learning,2023.1.3,None,
-150,z,0,0,0,0,,,,,48,1,193,3,953.705005666,954.7053585409999,954.7053585409999,954.7053585409999,954.7053585409999,954.7223537499999,955.6963774999999,955.6963774999999,z,1,0.48479941699997653,None,1,001,2023-10-14_20h03.11.899,Sequence_Learning,2023.1.3,None,
150,v,0,0,0,0,,,,,48,2,194,1,956.19533925,957.1840766660002,957.1840766660002,957.1840766660002,957.1840766660002,957.1934502909999,958.1799473330002,958.1799473330002,v,1,0.8508794589997706,None,1,001,2023-10-14_20h03.11.899,Sequence_Learning,2023.1.3,None,
-150,z,0,0,0,0,,,,,48,3,195,3,959.0464350410002,960.0337917080001,960.0337917080001,960.0337917080001,960.0337917080001,960.0433656250002,961.038515625,961.038515625,z,1,0.40917037499957587,None,1,001,2023-10-14_20h03.11.899,Sequence_Learning,2023.1.3,None,
-50,x,0,0,0,0,,,,,49,0,196,0,961.4634956250002,962.450122833,962.450122833,962.450122833,962.450122833,962.4589033749999,963.4551831660001,963.4551831660001,x,1,0.41429300099980537,None,1,001,2023-10-14_20h03.11.899,Sequence_Learning,2023.1.3,None,
-150,z,0,0,0,0,,,,,49,1,197,3,963.8796117500001,964.8668056659999,964.8668056659999,964.8668056659999,964.8668056659999,964.8757841249999,965.8634592080002,965.8634592080002,z,1,0.48694420799984073,None,1,001,2023-10-14_20h03.11.899,Sequence_Learning,2023.1.3,None,
50,c,0,0,0,0,,,,,49,2,198,2,966.3634104580001,967.350164291,967.350164291,967.350164291,967.350164291,967.3590224580003,968.3553986659999,968.3553986659999,c,1,0.4872551669996028,None,1,001,2023-10-14_20h03.11.899,Sequence_Learning,2023.1.3,None,
150,v,0,0,0,0,,,,,49,3,199,1,968.8554385410002,969.8556235000001,969.8556235000001,969.8556235000001,969.8556235000001,969.87273925,970.83876775,970.83876775,v,1,0.37840800100002525,None,1,001,2023-10-14_20h03.11.899,Sequence_Learning,2023.1.3,None,
,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,1,001,2023-10-14_20h03.11.899,Sequence_Learning,2023.1.3,None,
